date,tweet,label,
02-01-21 20:00,"b""From the #BlackLivesMatter protests to the deadly Beirut blast, here's a look back at some of the stories that defi\xe2\x80\xa6 https://t.co/3mkOHZWgTZ""",yes,BlackLivesMatter protests
04-01-21 8:47,b'Central African Republic rebel fighters attack and enter city of Bangassou before authorities declare presidential\xe2\x80\xa6 https://t.co/2s6itoX099',yes,Rebel fighters attack
04-01-21 11:52,"b'At least one hundred people were killed on Saturday in attacks on two villages in western Niger, Prime Minister Bri\xe2\x80\xa6 https://t.co/beWpSnJC7T'",yes,Niger attack
06-01-21 0:08,"b'A statement from the Recording Academy, CBS and Grammys show producers says a postponed ceremony will now take plac\xe2\x80\xa6 https://t.co/AjQvh7IDRH'",yes,Postponing ceremony 
07-01-21 10:38,b'Hospitals are being flooded with coronavirus patients as the United States reports its highest single day of Covid-\xe2\x80\xa6 https://t.co/LRXvM7GKEB',yes,Coronavirus 
07-01-21 21:00,b'A United Nations team has arrived in Niger after more than 100 people were killed in attacks on two villages in the\xe2\x80\xa6 https://t.co/RVQEFP0uzp',yes,Niger Killing
08-01-21 22:45,"b'President-elect Joe Biden will receive his second dose of the coronavirus vaccine on Monday, 21 days after he recei\xe2\x80\xa6 https://t.co/yL4NHmSxvG'",yes,Coronavirus vaccination
09-01-21 2:30,b'Children among civilians killed in northern Cameroon attack https://t.co/uSeuGvzH3o',yes,Northern Cameroon attack
09-01-21 2:38,"b""Capitol Police Officer Brian D. Sicknick, who died after a mob of President Trump's supporters invaded the US Capit\xe2\x80\xa6 https://t.co/wRcqVY5sgQ""",yes,Trump's supporters invasion
09-01-21 3:01,b'DC police arrested more than five times as many people at the height of the Black Lives Matter protests last summer\xe2\x80\xa6 https://t.co/zbQkgCYKvN',yes,Black Lives Matter protests
09-01-21 5:00,"b'Six dead, nearly 50,000 evacuated in Malaysia floods https://t.co/UETBGKDs5s'",yes,Malaysia floods
09-01-21 19:00,b'Why 2020 was the year the Black Lives Matter movement shook the world https://t.co/wN7dc9oDV2 https://t.co/A0MXsfey66',yes,Black Lives Matter movement
10-01-21 21:35,b'Saudi Crown Prince launches zero-carbon city in NEOM business zone https://t.co/9268p1GAKn https://t.co/lMFQxB5eVV',yes,Launching zero-carbon city 
11-01-21 2:19,b'RT @AJEnglish: Rescuers in Indonesia have found body parts and wreckage at the Siriwajaya Air plane crash site a day after a Boeing 737 pas\xe2\x80\xa6',yes,Siriwajaya Air plane crash
11-01-21 4:10,b'Oil prices fall on renewed coronavirus concerns as China cases mount https://t.co/jPznrFMjvN https://t.co/pgApVt8ZyP',yes,Oil pricing
12-01-21 2:45,b'A gold mine explosion China traps 22 workers underground https://t.co/YN9XZ8Oyat https://t.co/OjArHzCnXD',yes,Gold mine explosion 
12-01-21 5:07,b'Alabama beats Ohio State 52-24 to win the College Football Playoff national championship game https://t.co/HrWwabMHGt',yes,Football Playoff national championship
12-01-21 15:25,b'Uganda orders all social media to be blocked - letter https://t.co/XODxRMycEq https://t.co/YXpqG3zvdq',yes,Uganda social media blocking
12-01-21 15:35,b'Coronavirus causes largest U.S. greenhouse gas emissions drop since World War Two: report https://t.co/r95eIAqG3h https://t.co/blE82P6CyX',yes,U.S. greenhouse gas emissions drop 
12-01-21 16:20,"b'Interpol issues \xe2\x80\x98red notices\xe2\x80\x99 for three men linked to 2,750 tonnes of explosive material shipped into Beirut\xe2\x80\x99s port\xe2\x80\xa6 https://t.co/lZuCk60Zn7'",yes,Beirut explosion
12-01-21 16:25,b'Uganda has banned social media until further notice ahead of Thursday\xe2\x80\x99s presidential election in the country https://t.co/OyfjDvTRjN',yes,Uganda social media ban
12-01-21 16:25,b'When Ireland came out of a strict six-week lockdown in December it had one of the lowest levels of Covid-19 cases i\xe2\x80\xa6 https://t.co/09iITxFNyS',yes,Covid lockdown 
12-01-21 16:35,b'A 12-year-old in Virginia has been killed by an exploding grenade that investigators believe was bought from an ant\xe2\x80\xa6 https://t.co/rgspK3DoiB',yes,Grenade explosion
12-01-21 17:00,"b'A statue of top Iranian military leader Qassem Soleimani, erected in Beirut to mark a year since his assassination,\xe2\x80\xa6 https://t.co/aCNVKErxv4'",yes,Erecting Soleimani statue
12-01-21 18:12,b'Massive crowds celebrated in the streets after the University of Alabama won the national football championship Mon\xe2\x80\xa6 https://t.co/43yTUwJz34',yes,Winning Alabama national football championship
12-01-21 18:16,b'Malawi declares state of disaster as two ministers die of COVID-19 https://t.co/1asYNQWb2S https://t.co/yfvuzGCTvP',yes,Malawi Ministers death
12-01-21 18:16,b'RT @AJENews: Kuwait\xe2\x80\x99s cabinet members resign amid dispute with Parliament https://t.co/Y4MPdicX1x https://t.co/HbRyYIiYmr',yes,Disputing in Kuwait Parliament 
13-01-20 12:01,"Here's why we have phobias... 🕷🐍🕳🧀
https://t.co/aMEFPrDObp",no,
13-01-20 14:20,"Joker' is leading the field ahead of the #Oscars2020, with 11 nominations.  🏆
👉 https://t.co/sqUBsfFy4W https://t.co/pVK7OQd4UI",yes,Oscars2020
13-01-20 17:01,"Miriam Margolyes… a DRUG LORD?! 😂

#TheGNShow | Streaming now on @BBCiPlayer.
https://t.co/h7cnL7uSlz",no,
13-01-20 17:11,"RT @BBCBreaking: Queen agrees ""period of transition"" in which Harry and Meghan will spend time in Canada and UK - statement https://t.co/N0…",no,
13-01-20 19:01,"Tonight on #SilentWitness, the Lyell team tries to work out if a missing teenager was killed by a stranger, or some… https://t.co/QcBt2qVcXX",no,
13-01-20 20:01,"It takes a brave police officer to try and trick Dr Nikki Alexander…
#SilentWitness | 9pm | @BBCOne &amp; @BBCiPlayer. https://t.co/Kn1jADtJRd",no,
13-01-21 1:15,b'Canada show-jumping team disqualified from Olympics https://t.co/ryjRVDXZaI https://t.co/tq53zf58Ah',yes,Olympics 
13-01-21 14:05,"b'The U.S. government executed convicted murderer Lisa Montgomery, the only woman on federal death row\xe2\x80\xa6 https://t.co/s63DpCSxqq'",yes,Murderer execution
13-01-21 14:15,b'Italy to extend COVID state of emergency to end of April https://t.co/bZhFHp7sJT https://t.co/FzDbSPk0vW',yes,COVID 
13-01-21 15:23,"b""More than 80 civilians were killed in an attack on Tuesday in the Benishangul-Gumuz region on Ethiopia's border wit\xe2\x80\xa6 https://t.co/oM7clr8Cb2""",yes,Benishangul-Gumuz attack
13-01-21 15:45,"b'One of Italy\xe2\x80\x99s largest-ever mafia trials kicked off on Wednesday, with more than 320 suspected mobsters and their a\xe2\x80\xa6 https://t.co/CGiKa16oIf'",yes,Mafia trials
13-01-21 16:10,"b""Dead fish wash ashore at Uganda's Lake Victoria without a clear cause https://t.co/lSPT0rFS6q https://t.co/D9JKmXkY01""",yes,Uganda's dead fish lake
13-01-21 17:15,"b'UK reports new daily high of 1,564 COVID-19 deaths, second wave now more deadly https://t.co/osdyL4hVUV https://t.co/fYxyAfKNkT'",yes,COVID-19 second wave
13-01-21 17:22,"b""RT @AJContrast: \xe2\x80\x9cAt the dawn of 2020, our world was already in crisis.\xe2\x80\x9d #COVID19 has exacerbated existing inequalities, says @hrw.\n\nAs we'r\xe2\x80\xa6""",yes,COVID19
13-01-21 17:45,"b""Intel taps VMware's Pat Gelsinger as CEO, to replace Bob Swan https://t.co/9lGrZ9wwNi https://t.co/wVgbkVnFtF""",yes,Replacing CEO
13-01-21 21:00,b'New COVID-19 lockdown to come into force in Portugal from Friday https://t.co/R4M6vICsbA https://t.co/anhujlWNXU',yes,COVID-19 lockdown
13-02-20 17:01,"Hundreds of thousands of bats have invaded the Australian town of Ingham - and residents are fed up. 🦇
https://t.co/bHO120V5ZI",yes,Australian bat invasion
13-03-20 9:01,".@BeckyHill's cover of 'No Time To Die' couldn't be more different from @billieeilish's - and we love it! 🖤

 Full… https://t.co/Ehywwf7fLp",no,
13-06-20 10:21,"RT @BBCNews: The Queen arrives for ceremony at Windsor Castle, the new event replaces the Trooping the Colour parade due to coronavirus loc…",yes,Queen's Arrival
13-07-20 16:01,"Elite Marine Reyes was sent to Iraq in 2003, ahead of the main invasion.

After the years of violence that followed… https://t.co/6smKVBkqj6",yes,Iraq invasion
13-12-20 22:30,b'Bomb and gun attacks in Afghan capital kill three https://t.co/q1hIqwmLVs',yes,Afghan attack
14-01-20 13:01,"“Wait, you still watch wrestling? You know it’s fake, right?”  🙄

@consciousgary explains why he loves it!  🤼‍♂️
https://t.co/T7U3nV1ftC",no,
14-01-20 13:49,"RT @BBCOne: It takes a brave police officer to try and trick Dr Nikki Alexander…
#SilentWitness | 9pm | BBC One &amp; @BBCiPlayer. https://t.co…",no,
14-01-20 15:10,A hot air balloon made of recycled plastic bags will fly from London to Seoul as part of an art project launched by… https://t.co/T7sTJqhHi5,yes,Recycling plastic bags 
14-01-20 16:20,"It's been revealed that @billieeilish will record the title track for the new James Bond film, No Time To Die.
👉… https://t.co/dOpe0PGfPE",no,
14-01-20 17:01,"50 reasons to watch #HisDarkMaterials.
https://t.co/1ENSEX3B4M",no,
14-01-20 19:58,@lightfoot90 @billieeilish 🎶 So you're a tough spy...,no,
14-01-20 20:01,"""Why do we still sleep together?"" @Franparman and @JamesBennewith sat down over dinner to set the record straight.… https://t.co/mFCobgEiQk",no,
14-01-20 8:01,Volunteers around the world have been sewing pouches and wraps for baby animals orphaned in the Australian bushfire… https://t.co/byvwfUiDlh,yes,Australian bushfire
14-01-21 15:58,b'Lady Gaga and Jennifer Lopez will take the stage at President-elect Joe Biden\xe2\x80\x99s inauguration ceremony in Washington\xe2\x80\xa6 https://t.co/o6gCmd16Qu',yes,Inauguration ceremony
14-01-21 16:10,"b""The death of Dr. Harold Bornstein, Trump's former personal physician, was announced Thursday in a paid notice in Th\xe2\x80\xa6 https://t.co/hEPsTz6gIF""",yes,Death
14-01-21 19:50,b'From @reuterspictures: Kimono-clad Japanese youth wearing face masks attend Coming of Age Day celebration ceremony\xe2\x80\xa6 https://t.co/giSHVMGRsy',yes,Age Day celebration ceremony
14-01-21 22:15,b'Syrian businessmen linked to firm that bought Beirut explosives https://t.co/5vvpJhRIG5',yes,Beirut explosion
14-01-21 23:31,b'Investigators have identified more than 200 suspects in their probe of the January 6 attack at the US Capitol and a\xe2\x80\xa6 https://t.co/qr414e39Fv',yes,US Capitol attack
14-01-21 23:50,b'From @reuterspictures: Japanese Youths attend their Coming of Age Day celebration ceremony in Yokohama\xe2\x80\xa6 https://t.co/tf9p807ZWb',yes,Age Day celebration ceremony 
14-01-21 7:50,"b'Three U.N. peacekeepers killed, six wounded in Mali attack https://t.co/x0y11XQGEI https://t.co/dPfMgMfaMK'",yes,Mali attack
14-02-20 19:01,"""Do the things that might feel like they're just out of your reach.""  🌎

Christina Koch is back on Earth after 328… https://t.co/4Miscd4E4i",no,
14-12-20 4:00,"b""SpaceX's Falcon 9 rocket launched into space Sunday, successfully deploying a satellite for radio provider SiriusXM. https://t.co/Eams0w1yVa""",yes,SpaceX's Falcon launching
15-01-20 18:01,"#GoodOmens, written by @neilhimself and starring #DavidTennant and @michaelsheen, starts tonight!  🙌

9pm | @BBCTwo… https://t.co/DincEZQPG6",no,
15-01-20 18:41,@GMBanks @neilhimself @michaelsheen @BBCTwo @BBCiPlayer Enjoy! 😁,no,
15-01-20 19:01,"The #SilentWitness team continue to investigate a teenager's murder, but must resist pressure from police who are d… https://t.co/Xa5YMYeysf",no,
15-01-20 20:01,"Lifts can be awkward enough at the best of times… 😬
#SilentWitness | 9pm | @BBCOne &amp; @BBCiPlayer. https://t.co/7DSbY3uLwx",no,
15-01-20 21:27,"RT @BBCOne: Lifts can be awkward enough at the best of times… 😬
#SilentWitness | 9pm | BBC One &amp; @BBCiPlayer. https://t.co/9Z83RRVjTI",no,
15-01-20 21:27,"RT @BBCOne: Lifts can be awkward enough at the best of times… 😬
#SilentWitness | 9pm | BBC One &amp; @BBCiPlayer. https://t.co/9Z83RRVjTI",no,
15-01-20 8:01,"When Daniel Radcliffe tried to warm up his dog outside a shop, it led to quite the misunderstanding... 😂🐶… https://t.co/1KBlcfpfbB",no,
15-01-20 9:01,"Wasn't the internet supposed to make things easier?  😂
https://t.co/IQob7v3KMo",no,
15-01-21 12:45,"b'Hindu pilgrims begin to gather in India for the Kumbh Mela festival that regularly attracts millions, amid COVID-19\xe2\x80\xa6 https://t.co/2d308eLvcw'",yes,Kumbh Mela festival
15-01-21 12:45,"b'North Korea displayed what appeared to be a new submarine-launched ballistic missile at a parade, state media repor\xe2\x80\xa6 https://t.co/g4fAweXf9k'",yes,North Korea ballistic missile parade
15-01-21 13:30,b'More than a hundred people were arrested in Brussels on Wednesday night after violent protests over the death of a\xe2\x80\xa6 https://t.co/a2M2XmZC7P',yes,Brussels protest
15-01-21 13:45,"b'The rehearsal for the inauguration ceremony will be delayed a day amid heightened security concerns, acting Homelan\xe2\x80\xa6 https://t.co/Ao0UhjEff4'",yes,Inauguration ceremony
15-01-21 5:00,"b'""I know my brother is a victim of police brutality.""\n\nChijioke Iloanya was arrested in Nigeria in 2012 and handed o\xe2\x80\xa6 https://t.co/dNxGkGP8Z8'",yes,Nigeria police brutality
15-01-21 5:16,"b'People who have been infected by Covid-19 may have immunity to the virus for around five months, according to preli\xe2\x80\xa6 https://t.co/wy99Pkba3q'",yes,Covid-19 
15-01-21 5:50,"b""Lady Gaga and Jennifer Lopez will perform at Joe Biden's inauguration ceremony, which will also feature remarks fro\xe2\x80\xa6 https://t.co/79zMa38hiW""",yes,Lady Gaga and Jennifer Lopez performance
15-01-21 6:14,"b'A strong 6.2 magnitude earthquake killed at least ten people, injured hundreds and damaged many buildings in Indone\xe2\x80\xa6 https://t.co/onvJT9zwq7'",yes,Earthquake 
15-01-21 9:50,b'Lady Gaga will sing the national anthem and Jennifer Lopez will give a musical performance at President-elect Joe B\xe2\x80\xa6 https://t.co/VCmzZ5LfE8',yes,Musical performance 
15-01-21 9:55,"b""A rehearsal for President-elect Joe Biden's inauguration scheduled for Sunday has been postponed because of securit\xe2\x80\xa6 https://t.co/6g1hBcWERK""",yes,Joe Biden's inauguration
15-02-20 14:01,".@DavidSchwimmer's first attempt at shaving didn't go EXACTLY to plan... 😆 

#TheGNShow | Streaming now on… https://t.co/JP7KAfFzqN",no,
15-03-20 11:01,"Snack healthier, save money, feel better. Dietitian @PriyaTew shares some snacking-success secrets.  😋
https://t.co/A677wOa4Sw",no,
15-12-20 10:00,b'Saudi Arabia starts registering people for COVID-19 vaccination.\n\nFollow our LIVE updates \xe2\x9e\xa1\xef\xb8\x8f https://t.co/xX7iJH3gBY https://t.co/ZtEQ8n69xC',yes,COVID-19 vaccination
15-12-20 10:49,b'Jordan approves Pfizer-BioNTech vaccine https://t.co/XA2DFZRfqm https://t.co/E4rb2RbvV8',yes,Approving vaccine in Jordan 
15-12-20 13:15,b'An iPhone factory in India run by a Taiwanese manufacturer was vandalized over the weekend after workers there said\xe2\x80\xa6 https://t.co/EV0AxuEWk8',yes,Vandalizing iPhone Factory
15-12-20 14:00,"b'The trade fight between China and Australia appears to be escalating, with Beijing reportedly placing new restricti\xe2\x80\xa6 https://t.co/QO3pyByjTx'",yes,Fight restriction
15-12-20 14:15,"b'At least 5,000 nurses and paramedics at one of India\xe2\x80\x99s premier medical institutes go on indefinite strike\xe2\x80\xa6 https://t.co/MIkAhRZJl9'",yes,Medical institutes strike
15-12-20 15:18,b'The US Electoral College has officially confirmed Joe Biden as the President-elect. \n\nWhere does this leave Trump i\xe2\x80\xa6 https://t.co/4cNhyTmQgg',yes,US election
15-12-20 16:20,b'Pakistan\xe2\x80\x99s president passes new bill to set up special courts to try cases of rape and sexual abuse of women and ch\xe2\x80\xa6 https://t.co/QjSNgJDbD7',yes,Passing Pakistan's new bill
15-12-20 17:15,"b'A newly identified dinosaur was about the size of a chicken, sported an impressive mane and had stiff, ribbon-like\xe2\x80\xa6 https://t.co/yDLGrO3WLc'",no,
15-12-20 17:30,"b""Russia has begun its official mass vaccination programme against COVID-19 using its Sputnik V vaccine. \n\nHere's eve\xe2\x80\xa6 https://t.co/8IqDyU2TlK""",yes,Mass vaccination programm
15-12-20 18:00,"b'An estimated 234 communities have been left stranded by heavy rains that flooded Alta Verapaz, Guatemala. Meet the\xe2\x80\xa6 https://t.co/CsSsrlraA8'",yes,Guatemala flood
15-12-20 20:00,"b'A pocket watch worth up to nearly $27,000 that was presented by President Woodrow Wilson has been stolen from an an\xe2\x80\xa6 https://t.co/Ba8FmuOWkq'",yes,President Woodrow Wilson watch stealing
15-12-20 21:40,b'Prominent Iraqi activist Salah al-Iraqi is shot dead in Baghdad https://t.co/BoEv9vBo94 https://t.co/6J6dQDDlM0',yes,Salah al-Iraqi death
15-12-20 23:45,b'President Trump to veto national defence bill passed overwhelmingly by Congress last week https://t.co/kSkPaZdtBK https://t.co/cZPPPdq2Q8',yes,Veto President Trump
15-12-20 5:30,"b'A total solar eclipse sweeps across Chile and Argentina, leaving viewers in wonder \xf0\x9f\x8c\x91\xf0\x9f\xa4\xa9 \xe2\x80\x93 in pictures\xe2\x80\xa6 https://t.co/6BpldYOxyj'",yes,Solar eclipse sweeping
15-12-20 6:15,b'Kabul\xe2\x80\x99s deputy governor killed in Afghanistan blast https://t.co/evJbuVkJVK',yes,Afghanistan blast
15-12-20 6:31,b'32-year-old Brooklyn fashion designer Simone Williams has just broken the Guinness World Record for largest afro (f\xe2\x80\xa6 https://t.co/cWceC8s81X',yes,Breaking Guinness World Record
16-01-20 10:34,RT @EmiliaFox: Awkward! https://t.co/5OadgaBZrB,no,
16-01-20 13:01,"Daniel Radcliffe's been time-travelling again!  😂

#TheGNShow | Streaming now on @BBCiPlayer. 
https://t.co/2WdMo66FGs",no,
16-01-20 16:01,"RT @BBCRadio4: Charles Dickens’ Oliver Twist, set in Lagos, Nigeria...

A three-part drama starting this Sunday at 3pm on Radio 4.

Listen…",no,
16-01-20 19:35,"RT @BBCRadio2: 500 Words is back to inspire another batch of budding storytellers for its 10th anniversary! 💭💫

📚 Entries are now officiall…",no,
16-01-20 20:01,"Ever wondered about the origins of Lady Marmalade? 🍊

#QI  Streaming now on @BBCiPlayer. 
https://t.co/Up02QfXpEJ",no,
16-01-20 20:56,@gracerosss @BBCiPlayer Every photo is a gem 😂,no,
16-01-20 20:57,@CdeRoiste @Zobyismyname 😂 Frankly I think it's unrealistically easy to find in this video,no,
16-01-20 6:55,RT @bbcpress: 🐰 9⃣ Here it is. Your first look at the new series of #InsideNo9 https://t.co/d96PorR1mG,no,
16-01-20 8:01,"In 1989, Tomorrow's World made a prediction for how we'd be living in 2020. Is this how your home looks?  🏡
https://t.co/mIva22SE1B",no,
16-01-20 9:01,"They’re often hailed as the ultimate warriors, but here's why there’s a lot more to the Spartans than you might thi… https://t.co/KqD6Tsk4Re",no,
16-01-20 9:51,@Chris_Stark 😂 At least she didn’t get asked ‘to pick the traffic lights’ - has anyone ever got out of that one alive? 🤷‍♀️🤖,no,
16-02-20 13:01,"Meet the expert rescuer climbing high to save koalas injured in Australia's bushfires.
https://t.co/w8O0cktWfO",yes,Australia's bushfires
16-12-20 14:45,b'France braces for verdicts in the Charlie Hebdo attack trial. 12 people were killed during the 2015 attack\xe2\x80\xa6 https://t.co/eKsUVDm2qh',yes,Charlie Hebdo attack trial
16-12-20 19:04,"b'RT @AJEnglish: From Black Lives Matter protests in the US to pro-democracy demonstrations in Hong Kong, here\xe2\x80\x99s a wrap of 2020 \xe2\x80\x94 in pictures\xe2\x80\xa6'",yes,Black Lives Matter protests
16-12-20 2:15,"b'Google suffered its second outage in as many days, with its email service Gmail going down on Tuesday. Some Gmail u\xe2\x80\xa6 https://t.co/09i53ZApRr'",yes,Google service down
16-12-20 2:31,b'The Hayabusa2 mission successfully collected a sample from a near-Earth asteroid and returned it to Earth -- as wel\xe2\x80\xa6 https://t.co/lwLchp8FBZ',yes,Hayabusa2 mission
16-12-20 3:45,b'Scientists have created decoy eggs fitted with GPS transmitters to track turtle eggs stolen by poachers https://t.co/mOqgCfStur',no,
16-12-20 9:15,"b'5,000-year-old relic from the Great Pyramid discovered in a cigar box in Scotland https://t.co/5frU0naJVn https://t.co/7nq6xHuuDq'",yes,Discovering Great Pyramid 
16-12-20 9:30,"b'More Americans received their first dose of the Pfizer and BioNTech Covid-19 vaccine Tuesday, and the country now g\xe2\x80\xa6 https://t.co/j9zFlPtmnR'",yes,Pfizer and BioNTech Covid-19 vaccine
17-01-20 10:33,"RT @bbcpress: New @BBCOne thriller #Vigil (made by @worldprods) to star Suranne Jones, Rose Leslie, Shaun Evans, @AnjMohindra, @Martin_Comp…",no,
17-01-20 13:01,"""The moment of crisis has come"" in efforts to tackle climate change, naturalist Sir David Attenborough warns.
https://t.co/sBdcpYjUUX",no,
17-01-20 14:02,Tonight on #frontrowlate @wmarybeard and her panellists @DavidOlusoga @tiffanyjenkins and @PeterBazalgette are look… https://t.co/TWnHx15eka,no,
17-01-20 16:30,"RT @bbcthree: BBC Three's Normal People, Based on Sally Rooney’s New York Times best selling novel, is coming soon to @BBCiPlayer. 

You’re…",no,
17-01-20 16:30,"RT @HackerTDog: RETWEET IF, ALONGSIDE #Crackerjack YOU’RE GOING TO CLICK THE LINK BELOW AND WATCH ME HOST MY OWN @BBC PANEL SHOW COCKERS!
h…",no,
17-01-20 17:35,RT @bbcpress: Watch as Marianne and Connell come to life in the first-look trailer for #NormalPeople. The much anticipated 12-part adaptati…,no,
17-01-20 17:35,RT @bbcpress: Watch as Marianne and Connell come to life in the first-look trailer for #NormalPeople. The much anticipated 12-part adaptati…,no,
17-01-20 18:24,RT @bbcpress: New @BBCOne documentary follows @rioferdy5 and Kate: #BecomingAStepFamily: https://t.co/twePs5S2ZE https://t.co/KVTddGdICk,no,
17-01-20 20:01,"Tonight on The #GrahamNortonShow… ⁣
⁣
⭐ @SirPatStew ⭐ @michaelb4jordan ⭐@iamjamiefoxx ⭐Jennifer Saunders (… https://t.co/CLpSZHKXPB",no,
17-01-20 8:01,"January stresses getting you down? #ASMR could help you chill out! ✌️
#TrustMeImADoctor | Streaming now on… https://t.co/TPJ68csjvc",no,
17-01-20 9:01,"What happened when @TaronEgerton went to collect his #GoldenGlobes award... 😂 

https://t.co/WbYRkpvXXo",no,
17-02-20 12:01,"This is so lovely. ❤️

@IanWright0 is overcome with emotion on #DesertIslandDiscs, as he remembers his teacher who… https://t.co/VN8VQtjx57",no,
17-02-20 13:01,"The beauty industry is one of the biggest makers of plastic that can't be recycled.

#BeautyLaidBare | @BBCThree.
https://t.co/enbF2hsbMV",no,
17-06-20 12:01,".@MarcusRashford spoke exclusively to @bbcbreakfast as the government changed their policy on free school meals.

H… https://t.co/gN0ALWpX2Z",yes,Free school meals policy
17-12-20 0:35,"b'George Miller, president and CEO of Chicago\xe2\x80\x99s Loretto Hospital, gets the Covid-19 vaccine to show its safety to tho\xe2\x80\xa6 https://t.co/jBdM6BBiZc'",yes,Covid-19 vaccination
18-01-20 10:01,"“I thought for years I was a toxic person.”

Being diagnosed and treated for borderline personality disorder was th… https://t.co/labkUi1DwR",no,
18-01-20 12:01,"In the movies, it never rains but it pours.

Bring a ☔ as #BBCInsideCinema 🎬 explores how films simply don't do lig… https://t.co/5tKuOCU6mG",no,
18-01-20 18:01,"Hope you're as excited for #Pointless tonight as @MrNishKumar and @EdGambleComedy!  😂
They join @SofieHagen,… https://t.co/2qw0rdxBB1",no,
18-01-20 19:01,"Watching Oscar-winning film #Birdman is a perfect way to spend your Saturday evening!  🍿🎬
11pm | @BBCTwo &amp;… https://t.co/zZG6Z8YqS6",no,
18-01-20 21:01,"Anyone else doing a tactical fringe wash tonight?  😂🙋‍♀️
Via @bbcthesocial. 
https://t.co/HTdYpJjvw8",no,
18-01-20 22:20,Made by @zanyzaz!,no,
18-02-20 8:01,".@AlanCarr reveals @Adele is the greatest wedding planner of all time… 🎩😂 

#TheGNShow | Streaming now on… https://t.co/K3nREsvvtT",no,
18-02-20 9:01,“As a young child I was very very shy. I didn’t really know how to speak. Dancing gave me a voice.”… https://t.co/hUoF8IinU2,no,
18-04-20 13:01,"Coolest dad ever?  😎🕺

@BBCNewsround spoke to [probably] the most famous #DancingDad on #TikTok to find out why he… https://t.co/fqcnZeDhVN",no,
18-05-20 17:02,"Mental health issues can affect any one of us.

For a range of programmes to help start your conversation go to… https://t.co/KkuxY6eRoU",no,
18-12-20 1:19,"b'Cyclone Yasa, a top category 5 storm weakens but leaves extensive damage in Fiji https://t.co/Pjva6ZG6Rg https://t.co/TdzSZIDMu2'",yes,Cyclone Yasa
18-12-20 9:00,"b'Cyclone Yasa rips through Fiji, killing at least 2 people and destroying homes https://t.co/ET4s9k2i92 https://t.co/crHf3D6pmL'",yes,Cyclone Yasa
19-01-20 11:01,"""I wanted to wear a kilt but it collided with my new vegan beliefs.""
https://t.co/GR1OPGLFm1",no,
19-01-20 12:01,"Wasn't the internet supposed to make things easier?  😂
https://t.co/IQob7v3KMo",no,
19-01-20 14:01,"Stay quiet and you win £5k. Could you do it?  😱
#DontScream | Via @BBCThree. 
https://t.co/Irai6Oj4gn",no,
19-01-20 18:01,"""A beast can follow rules. I don’t expect it to understand them...""  🦇
 #Dracula | Streaming now on @BBCiPlayer.
https://t.co/xY0oEZQ9Yc",no,
19-02-20 17:01,"""I always thought I couldn’t be a dancer, because I was in a wheelchair.""

https://t.co/LWY1o3zFNA",no,
19-03-20 9:01,".@KermodeMovie uncovers the cinematic and storytelling secrets of the superhero movie. 

A new series of Mark Kermo… https://t.co/t95vQoTmp4",no,
19-05-20 14:08,".@MicahRichards talks about why speaking about your feelings is a strength, not a weakness. 

@OpenUniversity… https://t.co/rdqd4H0tsL",no,
20-01-20 10:39,RT @bbcpress: Tony Hall to stand down as BBC Director-General: https://t.co/DlrI8GmuHn https://t.co/mlODX972b0,no,
20-01-20 13:01,"""He's just drinking water."" 🐨

A thirsty koala licks rainwater off a road in New South Wales after heavy rain and t… https://t.co/n5prgm5jAt",no,
20-01-20 15:54,"RT @BBC_Reel: BBC Reel is now on Twitter!

Follow us for amazing BBC video content from around the globe 🎥🌏 https://t.co/964InDw2Rk https:/…",no,
20-01-20 16:50,RT @bbcpress: Congratulations to Michelle Williams on being awarded Outstanding Performance by a Female Actor in a Television Movie or Mini…,no,
20-01-20 16:50,RT @bbcpress: Congratulations to Michelle Williams on being awarded Outstanding Performance by a Female Actor in a Television Movie or Mini…,no,
20-01-20 16:50,RT @bbcpress: Congratulations to Phoebe Waller-Bridge on being awarded Outstanding Performance by a Female Actor in a Comedy Series for her…,no,
20-01-20 16:50,RT @bbcpress: Congratulations to Sam Rockwell on being awarded Outstanding Performance by a Male Actor in a Television Movie or Miniseries…,no,
20-01-20 19:01,"The post-mortem of a woman’s body found on railway tracks reveals injuries suggesting years of abuse, likely within… https://t.co/zaw9yMfTDo",no,
20-01-20 20:06,"RT @BBCOne: ‘Totally into you, Clarissa!’ We’re not sure the feeling is mutual, Sid…
#SilentWitness | 9pm | BBC One &amp; @BBCiPlayer. https://…",no,
20-01-20 8:01,"Fancy a new challenge? Why not try bog snorkelling? 🤔 #MondayMotivation
#QI | Streaming now on @BBCiPlayer.
https://t.co/whO40btW3C",no,
20-03-20 19:01,"Just some of the ways ordinary people have become everyday heroes. ❤️
https://t.co/phncNFBxOB",no,
20-03-20 8:01,"Old habits die hard, but why?

@DrRadhaModgil shares 5 steps to success...
https://t.co/xb3VnIeS4X",no,
20-05-20 18:01,.@DavidHarewood revisits a psychotic episode which saw him restrained by six police officers and sedated by hospita… https://t.co/BTx6ZDUy95,no,
20-12-20 8:45,"b'At least 8 people killed in a car bomb attack in Kabul, including women and children https://t.co/sS1wropm1g https://t.co/2okD3ozpju'",yes,
